Game ID,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
688,10/04/11,Sp Gijon,Osasuna,1,0,0,0,9,7,5,4,2,13,1,6,1,2,0,0
689,10/04/11,Valencia,Villarreal,5,0,1,0,17,7,12,4,10,7,14,5,1,2,0,0
690,11/04/11,Zaragoza,Getafe,2,1,2,1,11,14,7,5,23,12,2,9,2,3,0,0
691,16/04/11,Almeria,Valencia,0,3,0,0,8,18,1,7,9,10,5,9,0,1,0,0
692,16/04/11,Getafe,Sevilla,1,0,0,0,13,2,6,2,20,16,5,2,3,4,0,0
693,16/04/11,Malaga,Mallorca,3,0,2,0,19,14,8,8,12,17,14,2,2,3,0,0
694,16/04/11,Real Madrid,Barcelona,1,1,0,0,13,11,6,6,22,14,8,0,2,5,1,0
695,17/04/11,Espanol,Ath Madrid,2,2,1,1,10,19,3,4,12,15,1,9,2,5,0,0
696,17/04/11,La Coruna,Santander,2,0,1,0,12,16,4,5,8,9,7,6,2,2,0,0
697,17/04/11,Levante,Hercules,2,1,2,0,16,9,5,3,15,25,7,4,4,3,0,0
698,17/04/11,Osasuna,Ath Bilbao,1,2,0,0,6,6,2,2,19,15,4,3,3,4,1,1
699,17/04/11,Sociedad,Sp Gijon,2,1,1,0,13,12,4,6,10,23,4,6,3,2,0,0
700,18/04/11,Villarreal,Zaragoza,1,0,0,0,10,17,6,8,12,24,4,3,2,4,0,1
701,23/04/11,Ath Bilbao,Sociedad,2,1,2,1,9,10,6,3,19,13,5,5,6,2,0,0
702,23/04/11,Barcelona,Osasuna,2,0,1,0,11,14,2,5,11,17,6,5,2,2,0,0
703,23/04/11,Valencia,Real Madrid,3,6,0,4,21,14,8,8,7,19,11,7,1,0,0,0
704,24/04/11,Ath Madrid,Levante,4,1,1,1,16,12,6,3,14,18,5,4,3,4,0,0
705,24/04/11,Hercules,La Coruna,1,0,0,0,14,9,3,2,8,13,8,5,2,4,0,0
706,24/04/11,Mallorca,Getafe,2,0,1,0,13,11,7,3,15,8,7,5,2,3,0,0
707,24/04/11,Santander,Malaga,1,2,0,2,21,11,5,4,8,10,11,5,4,3,0,0
708,24/04/11,Sevilla,Villarreal,3,2,2,0,9,19,3,7,11,18,0,9,3,3,0,1
709,24/04/11,Sp Gijon,Espanol,1,0,0,0,14,10,4,4,16,13,2,3,0,6,0,0
710,25/04/11,Zaragoza,Almeria,1,0,0,0,22,7,11,3,15,19,8,10,2,4,1,0
711,30/04/11,La Coruna,Ath Madrid,0,1,0,0,10,17,3,5,16,8,9,6,1,4,1,0
712,30/04/11,Real Madrid,Zaragoza,2,3,0,1,18,10,7,4,12,21,7,5,1,4,1,0
713,30/04/11,Sociedad,Barcelona,2,1,0,1,8,13,3,7,19,12,4,5,2,1,0,0
714,01/05/11,Almeria,Sevilla,0,1,0,0,6,19,1,10,13,13,3,5,1,3,1,0
715,01/05/11,Levante,Sp Gijon,0,0,0,0,8,4,2,1,10,16,6,1,2,2,0,0
716,01/05/11,Malaga,Hercules,3,1,1,1,12,11,3,4,15,14,4,6,2,3,0,1
717,01/05/11,Osasuna,Valencia,1,0,0,0,19,5,6,1,12,16,8,1,4,7,0,0
718,01/05/11,Santander,Mallorca,2,0,2,0,8,13,3,8,18,12,3,6,4,1,0,0
719,01/05/11,Villarreal,Getafe,2,1,0,1,19,15,6,6,15,16,8,5,4,4,0,0
720,02/05/11,Espanol,Ath Bilbao,2,1,1,1,9,7,6,4,16,18,11,6,2,2,0,0
721,07/05/11,Ath Bilbao,Levante,3,2,1,0,13,13,4,4,14,11,4,6,3,4,0,0
722,07/05/11,Ath Madrid,Malaga,0,3,0,2,14,11,6,5,15,14,7,1,2,3,0,0
723,07/05/11,Getafe,Almeria,2,0,1,0,15,10,8,1,10,20,7,3,5,4,0,0
724,07/05/11,Hercules,Santander,2,3,2,3,21,12,9,7,14,20,13,2,1,1,1,0
725,07/05/11,Sevilla,Real Madrid,2,6,0,3,16,19,5,10,13,15,10,10,2,2,0,0
726,07/05/11,Sp Gijon,La Coruna,2,2,1,2,17,8,7,5,15,9,4,4,4,4,0,0
727,07/05/11,Valencia,Sociedad,3,0,3,0,9,11,4,1,10,8,8,7,1,1,0,0
728,08/05/11,Barcelona,Espanol,2,0,1,0,14,6,6,2,13,14,8,3,1,3,0,0
729,08/05/11,Mallorca,Villarreal,0,0,0,0,11,6,5,2,16,6,6,7,1,1,0,0
730,08/05/11,Zaragoza,Osasuna,1,3,1,0,21,11,7,3,11,15,5,3,1,1,0,0
731,10/05/11,La Coruna,Ath Bilbao,2,1,1,1,10,12,3,2,7,12,5,4,3,2,0,0
732,10/05/11,Malaga,Sp Gijon,2,0,1,0,6,13,3,4,10,14,6,7,2,1,0,0
733,10/05/11,Real Madrid,Getafe,4,0,1,0,21,8,7,1,16,18,7,4,2,3,0,0
734,10/05/11,Santander,Ath Madrid,2,1,1,1,14,6,6,1,24,19,4,7,2,2,0,0
735,11/05/11,Almeria,Villarreal,0,0,0,0,15,12,3,4,11,5,10,9,3,1,0,0
736,11/05/11,Espanol,Valencia,2,2,1,2,20,10,7,5,7,18,7,4,2,3,0,0
737,11/05/11,Hercules,Mallorca,2,2,2,0,15,9,2,3,10,15,4,2,2,2,0,0
738,11/05/11,Levante,Barcelona,1,1,1,1,9,10,2,2,10,4,2,3,1,1,0,0
739,11/05/11,Osasuna,Sevilla,3,2,0,2,19,9,7,3,11,13,7,2,3,3,0,1
740,11/05/11,Sociedad,Zaragoza,2,1,1,0,14,11,4,4,22,21,7,1,4,2,0,0
741,15/05/11,Almeria,Mallorca,3,1,3,1,13,13,4,5,11,7,3,7,1,1,0,0
742,15/05/11,Ath Bilbao,Malaga,1,1,0,1,18,8,7,3,13,14,5,7,2,2,0,1
743,15/05/11,Ath Madrid,Hercules,2,1,1,0,19,8,6,2,12,8,7,10,1,3,0,0
744,15/05/11,Barcelona,La Coruna,0,0,0,0,8,8,2,4,11,13,5,0,0,2,0,0
745,15/05/11,Getafe,Osasuna,2,0,0,0,19,12,4,5,8,14,11,8,0,0,0,0
746,15/05/11,Sevilla,Sociedad,3,1,0,0,16,4,8,1,12,18,7,3,3,3,0,0
747,15/05/11,Sp Gijon,Santander,2,1,1,1,33,3,16,2,11,4,16,1,0,0,0,0
748,15/05/11,Valencia,Levante,0,0,0,0,17,5,5,1,19,5,5,2,2,2,0,1
749,15/05/11,Villarreal,Real Madrid,1,3,0,2,10,7,2,5,13,17,4,4,5,1,0,0
750,15/05/11,Zaragoza,Espanol,1,0,0,0,21,7,7,5,11,16,5,6,2,0,0,0
751,21/05/11,Espanol,Sevilla,2,3,0,2,15,5,7,3,7,14,7,1,0,1,0,0
752,21/05/11,Hercules,Sp Gijon,0,0,0,0,17,9,4,2,10,9,10,4,1,0,0,0
753,21/05/11,La Coruna,Valencia,0,2,0,1,28,12,6,6,6,22,11,3,1,1,0,0
754,21/05/11,Levante,Zaragoza,1,2,0,1,3,20,2,10,19,18,1,11,5,4,0,0
755,21/05/11,Malaga,Barcelona,1,3,1,1,13,18,4,8,10,8,6,8,3,2,0,0
756,21/05/11,Mallorca,Ath Madrid,3,4,0,2,25,12,14,6,17,8,10,4,1,3,0,0
757,21/05/11,Osasuna,Villarreal,1,0,1,0,14,4,6,3,20,10,11,3,1,2,0,0
758,21/05/11,Real Madrid,Almeria,8,1,2,1,27,6,13,1,11,10,15,6,1,1,0,0
759,21/05/11,Santander,Ath Bilbao,1,2,0,2,18,9,6,7,14,12,9,2,2,0,1,0
760,21/05/11,Sociedad,Getafe,1,1,0,1,12,8,7,1,8,12,4,3,0,1,0,0
761,27/08/11,Granada,Betis,0,1,0,0,11,18,2,3,12,16,8,5,2,2,0,0
762,27/08/11,Sp Gijon,Sociedad,1,2,0,1,17,6,4,2,14,11,9,2,2,1,1,1
763,27/08/11,Valencia,Santander,4,3,1,2,26,4,11,3,14,11,10,3,3,3,0,0
764,28/08/11,Ath Bilbao,Vallecano,1,1,0,0,10,13,4,6,17,19,9,4,1,3,0,0
765,28/08/11,Ath Madrid,Osasuna,0,0,0,0,28,16,8,2,9,8,12,5,1,0,0,0
766,28/08/11,Getafe,Levante,1,1,0,0,8,9,2,1,15,6,1,4,5,3,0,0
767,28/08/11,Mallorca,Espanol,1,0,0,0,11,9,4,3,21,15,5,4,2,3,0,0
768,28/08/11,Sevilla,Malaga,2,1,2,0,15,6,9,1,15,7,2,8,3,1,0,0
769,28/08/11,Zaragoza,Real Madrid,0,6,0,2,8,39,1,16,16,16,7,9,2,1,0,0
770,29/08/11,Barcelona,Villarreal,5,0,2,0,18,5,9,1,15,14,12,0,3,3,0,0
771,10/09/11,Real Madrid,Getafe,4,2,1,1,26,10,10,6,9,13,4,6,3,3,0,0
772,10/09/11,Sociedad,Barcelona,2,2,0,2,10,13,4,6,10,17,5,4,2,1,0,0
773,10/09/11,Valencia,Ath Madrid,1,0,0,0,12,12,6,2,15,18,3,7,1,2,0,0
774,10/09/11,Villarreal,Sevilla,2,2,1,1,11,10,5,5,15,14,2,1,2,4,1,0
775,11/09/11,Betis,Mallorca,1,0,0,0,24,9,7,2,9,17,7,5,2,4,0,0
776,11/09/11,Espanol,Ath Bilbao,2,1,1,0,10,17,6,7,17,21,2,3,2,1,0,0
777,11/09/11,Osasuna,Sp Gijon,2,1,2,0,21,10,7,2,22,16,6,8,2,3,0,0
778,11/09/11,Santander,Levante,0,0,0,0,8,11,1,2,14,20,3,4,2,2,1,0
779,11/09/11,Vallecano,Zaragoza,0,0,0,0,20,7,5,1,19,14,3,1,4,4,0,0
780,12/09/11,Malaga,Granada,4,0,2,0,20,12,9,4,12,11,4,3,1,2,0,0
781,17/09/11,Barcelona,Osasuna,8,0,5,0,18,7,14,1,8,15,8,3,1,5,0,0
782,17/09/11,Granada,Villarreal,1,0,0,0,8,14,2,4,17,11,0,7,7,2,0,0
783,17/09/11,Mallorca,Malaga,0,1,0,1,6,8,1,4,21,12,4,8,2,1,0,0
784,17/09/11,Sevilla,Sociedad,1,0,0,0,15,11,5,1,20,9,8,1,3,2,0,0
785,17/09/11,Sp Gijon,Valencia,0,1,0,1,15,11,4,5,13,19,6,6,1,5,0,0
786,18/09/11,Ath Bilbao,Betis,2,3,1,3,18,18,9,6,14,19,10,1,3,4,1,1
787,18/09/11,Ath Madrid,Santander,4,0,2,0,17,4,7,0,17,17,5,4,3,2,0,0
788,18/09/11,Getafe,Vallecano,0,1,0,1,7,9,2,4,20,14,5,8,3,5,0,0
789,18/09/11,Levante,Real Madrid,1,0,0,0,11,14,4,3,20,16,3,6,7,3,0,1
790,18/09/11,Zaragoza,Espanol,2,1,1,0,12,14,5,4,23,12,3,4,2,4,0,1
791,20/09/11,Osasuna,Sevilla,0,0,0,0,15,11,8,5,18,15,5,3,3,2,0,0
792,20/09/11,Sociedad,Granada,1,0,0,0,14,15,4,4,16,16,5,4,5,2,0,0
793,20/09/11,Villarreal,Mallorca,2,0,1,0,13,9,9,3,9,14,3,2,0,3,0,0
794,21/09/11,Ath Madrid,Sp Gijon,4,0,1,0,19,3,11,1,18,18,11,2,2,4,0,0
795,21/09/11,Malaga,Ath Bilbao,1,0,0,0,13,8,4,3,16,20,6,6,1,2,0,0
796,21/09/11,Santander,Real Madrid,0,0,0,0,5,16,2,2,20,19,2,10,6,3,0,0
797,21/09/11,Valencia,Barcelona,2,2,2,1,9,10,1,7,14,5,4,3,4,1,1,0
798,21/09/11,Vallecano,Levante,1,2,0,2,14,9,7,5,15,12,7,5,2,1,1,0
799,22/09/11,Betis,Zaragoza,4,3,2,1,9,21,6,8,8,16,2,10,0,2,1,0
800,22/09/11,Espanol,Getafe,1,0,0,0,16,9,6,0,25,16,10,0,5,1,0,0
801,24/09/11,Ath Bilbao,Villarreal,1,1,1,0,10,15,6,3,22,17,8,4,3,1,1,0
802,24/09/11,Barcelona,Ath Madrid,5,0,3,0,18,6,8,2,17,18,8,1,1,1,0,0
803,24/09/11,Real Madrid,Vallecano,6,2,2,1,18,16,11,6,7,18,7,6,0,4,1,0
804,24/09/11,Sevilla,Valencia,1,0,1,0,12,14,6,6,15,13,4,8,2,3,2,1
805,25/09/11,Granada,Osasuna,1,1,0,1,10,20,2,6,20,12,4,6,3,3,0,0
806,25/09/11,Levante,Espanol,3,1,1,0,12,18,5,6,11,14,7,8,1,4,0,2
807,25/09/11,Mallorca,Sociedad,2,1,1,1,16,16,4,5,14,8,6,1,2,0,0,0
808,25/09/11,Sp Gijon,Santander,0,0,0,0,16,8,1,3,15,15,3,5,2,4,0,0
809,25/09/11,Zaragoza,Malaga,0,0,0,0,8,9,4,4,19,10,3,7,1,1,0,0
810,26/09/11,Getafe,Betis,1,0,1,0,12,9,5,3,13,22,2,4,5,3,0,0
811,01/10/11,Malaga,Getafe,3,2,0,0,19,6,8,2,11,22,5,1,2,6,0,1
812,01/10/11,Osasuna,Mallorca,2,2,1,1,10,14,6,6,11,16,7,1,2,4,0,1
813,01/10/11,Santander,Vallecano,1,1,0,1,7,9,4,5,11,17,3,4,1,4,0,0
814,01/10/11,Valencia,Granada,1,0,1,0,23,14,11,5,14,1,10,4,2,0,0,0
815,01/10/11,Villarreal,Zaragoza,2,2,1,2,25,16,12,9,3,23,13,4,1,3,0,1
816,02/10/11,Ath Madrid,Sevilla,0,0,0,0,15,8,4,5,20,17,7,5,5,6,0,0
817,02/10/11,Betis,Levante,0,1,0,1,20,8,4,3,13,11,11,2,2,4,0,0
818,02/10/11,Espanol,Real Madrid,0,4,0,1,15,16,3,7,25,6,9,5,4,1,0,0
819,02/10/11,Sociedad,Ath Bilbao,1,2,0,1,15,16,4,7,15,16,5,6,1,4,0,0
820,02/10/11,Sp Gijon,Barcelona,0,1,0,1,4,14,1,4,19,7,4,5,2,2,0,0
821,15/10/11,Barcelona,Santander,3,0,2,0,19,3,6,2,5,17,6,0,0,2,0,0
822,15/10/11,Getafe,Villarreal,0,0,0,0,8,14,3,4,18,14,6,2,4,5,0,0
823,15/10/11,Granada,Ath Madrid,0,0,0,0,18,20,3,8,13,17,10,8,3,5,0,0
824,15/10/11,Mallorca,Valencia,1,1,0,1,11,10,1,3,13,19,10,6,3,4,0,0
825,15/10/11,Real Madrid,Betis,4,1,0,0,22,10,10,3,14,15,2,0,1,3,0,0
826,16/10/11,Levante,Malaga,3,0,3,0,14,7,4,3,19,12,4,4,3,0,0,1
827,16/10/11,Sevilla,Sp Gijon,2,1,1,0,20,15,4,6,14,20,5,7,4,2,0,0
828,16/10/11,Vallecano,Espanol,0,1,0,0,6,10,1,4,12,14,6,8,3,3,0,0
829,16/10/11,Zaragoza,Sociedad,2,0,1,0,8,13,4,2,13,9,2,6,3,3,0,0
830,17/10/11,Ath Bilbao,Osasuna,3,1,3,0,13,11,6,6,15,12,11,3,2,1,0,1
831,22/10/11,Barcelona,Sevilla,0,0,0,0,21,6,6,3,9,8,13,3,2,8,0,2
832,22/10/11,Malaga,Real Madrid,0,4,0,4,21,12,6,7,7,13,6,1,1,0,0,0
833,22/10/11,Santander,Espanol,0,1,0,0,20,14,5,4,13,17,7,3,1,4,0,0
834,22/10/11,Sp Gijon,Granada,2,0,2,0,16,19,5,5,15,11,5,5,2,1,0,0
835,23/10/11,Ath Madrid,Mallorca,1,1,1,1,20,6,4,3,11,21,15,0,2,6,0,0
836,23/10/11,Betis,Vallecano,0,2,0,0,18,12,4,5,17,18,12,7,2,3,0,0
837,23/10/11,Osasuna,Zaragoza,3,0,3,0,16,6,7,2,17,24,5,1,2,6,0,0
838,23/10/11,Sociedad,Getafe,0,0,0,0,12,12,2,2,11,11,10,5,2,1,0,0
839,23/10/11,Valencia,Ath Bilbao,1,1,0,0,22,6,3,3,20,20,9,4,3,4,0,0
840,23/10/11,Villarreal,Levante,0,3,0,2,15,9,5,3,7,8,4,4,2,1,0,0
841,25/10/11,Granada,Barcelona,0,1,0,1,2,17,0,7,14,9,2,10,3,4,2,0
842,25/10/11,Sevilla,Santander,2,2,1,0,22,9,11,5,8,19,14,0,1,3,0,0
843,26/10/11,Getafe,Osasuna,2,2,0,1,13,6,4,3,12,19,4,3,2,3,0,0
844,26/10/11,Levante,Sociedad,3,2,0,1,10,19,4,5,12,16,6,6,3,1,1,0
845,26/10/11,Mallorca,Sp Gijon,1,2,1,0,17,12,5,2,15,12,6,5,4,4,0,0
846,26/10/11,Real Madrid,Villarreal,3,0,3,0,13,4,6,3,15,12,4,5,2,3,0,0
847,26/10/11,Vallecano,Malaga,2,0,1,0,15,5,6,0,13,10,6,4,2,3,0,1
848,26/10/11,Zaragoza,Valencia,0,1,0,0,8,15,0,4,20,16,1,9,3,4,0,0
849,27/10/11,Ath Bilbao,Ath Madrid,3,0,0,0,14,11,4,4,9,21,10,8,3,5,0,0
850,27/10/11,Espanol,Betis,1,0,0,0,17,9,5,5,9,10,5,8,5,2,0,0
851,29/10/11,Barcelona,Mallorca,5,0,3,0,18,2,10,0,11,16,9,1,1,2,0,0
852,29/10/11,Sociedad,Real Madrid,0,1,0,1,5,12,3,6,18,18,3,5,5,2,0,0
853,29/10/11,Valencia,Getafe,3,1,2,1,13,9,5,3,20,13,5,3,2,2,0,0
854,29/10/11,Villarreal,Vallecano,2,0,1,0,11,9,5,1,14,11,5,2,3,5,0,0
855,30/10/11,Ath Madrid,Zaragoza,3,1,2,0,18,12,7,4,18,12,5,4,3,3,0,0
856,30/10/11,Malaga,Espanol,2,1,1,1,19,7,8,3,12,21,9,3,0,5,0,0
857,30/10/11,Osasuna,Levante,2,0,2,0,13,14,5,1,13,13,5,5,1,3,1,0
858,30/10/11,Santander,Betis,1,0,0,0,6,22,2,5,21,12,8,7,4,1,0,0
859,30/10/11,Sp Gijon,Ath Bilbao,1,1,0,0,11,7,4,3,9,21,2,5,1,3,0,0
860,31/10/11,Sevilla,Granada,1,2,1,0,31,15,13,4,7,12,4,7,1,1,0,0
861,05/11/11,Betis,Malaga,0,0,0,0,10,9,0,4,16,19,2,7,2,1,0,0
862,05/11/11,Levante,Valencia,0,2,0,1,13,8,3,3,13,19,9,5,6,3,0,0
863,05/11/11,Mallorca,Sevilla,0,0,0,0,15,11,5,1,20,6,9,8,5,2,0,0
864,06/11/11,Ath Bilbao,Barcelona,2,2,1,1,4,16,4,9,26,12,3,5,3,1,1,0
865,06/11/11,Espanol,Villarreal,0,0,0,0,19,10,2,1,14,9,7,2,1,3,1,0
866,06/11/11,Getafe,Ath Madrid,3,2,1,1,14,11,5,6,17,19,4,5,5,6,1,0
867,06/11/11,Granada,Santander,0,0,0,0,16,14,3,2,13,20,5,5,4,5,0,1
868,06/11/11,Real Madrid,Osasuna,7,1,3,1,18,4,11,2,9,13,6,1,0,1,0,1
869,06/11/11,Vallecano,Sociedad,4,0,1,0,13,10,9,3,24,9,5,2,1,1,0,1
870,06/11/11,Zaragoza,Sp Gijon,2,2,1,2,13,7,7,2,15,17,5,3,4,2,0,0
871,19/11/11,Barcelona,Zaragoza,4,0,2,0,27,4,11,0,20,17,6,1,2,3,0,0
872,19/11/11,Valencia,Real Madrid,2,3,0,1,14,11,5,4,22,19,5,2,3,7,0,0
873,19/11/11,Villarreal,Betis,1,0,1,0,11,14,5,4,17,24,3,5,5,2,0,0
874,20/11/11,Ath Madrid,Levante,3,2,0,0,26,9,13,5,18,9,7,2,4,2,0,0
875,20/11/11,Osasuna,Vallecano,0,0,0,0,10,9,5,2,17,14,6,5,3,5,0,0
876,20/11/11,Sevilla,Ath Bilbao,1,2,1,1,8,14,5,5,13,9,1,6,2,2,0,0
877,20/11/11,Sociedad,Espanol,0,0,0,0,12,19,1,5,15,10,7,6,4,1,0,0
878,20/11/11,Sp Gijon,Getafe,2,1,1,1,19,9,8,1,12,22,8,1,3,8,0,1
879,21/11/11,Santander,Malaga,1,3,0,0,11,19,4,7,16,8,5,8,3,2,0,0
880,26/11/11,Getafe,Barcelona,1,0,0,0,7,21,1,7,16,6,2,13,4,2,0,0
881,26/11/11,Real Madrid,Ath Madrid,4,1,1,1,16,4,7,1,8,25,2,2,1,5,0,2
882,26/11/11,Vallecano,Valencia,1,2,0,1,12,10,3,3,14,16,9,3,2,4,0,0
883,27/11/11,Ath Bilbao,Granada,0,1,0,1,18,13,4,5,11,15,8,3,2,4,0,0
884,27/11/11,Betis,Sociedad,2,3,0,0,20,11,5,7,20,8,7,4,3,3,0,0
885,27/11/11,Espanol,Osasuna,1,2,0,1,8,6,3,3,14,14,7,1,4,4,0,1
886,27/11/11,Levante,Sp Gijon,4,0,1,0,10,17,6,3,16,10,8,6,3,2,0,0
887,27/11/11,Mallorca,Santander,2,1,1,0,12,13,6,4,27,20,5,9,3,2,1,0
888,27/11/11,Zaragoza,Sevilla,0,1,0,1,13,14,2,7,20,15,11,8,5,2,1,0
889,28/11/11,Malaga,Villarreal,2,1,2,1,10,12,5,8,9,18,5,3,2,3,1,0
890,29/11/11,Barcelona,Vallecano,4,0,3,0,12,10,6,4,9,16,5,2,2,3,0,0
891,03/12/11,Barcelona,Levante,5,0,3,0,18,6,9,3,12,10,10,4,2,3,0,0
892,03/12/11,Santander,Villarreal,1,0,1,0,8,6,1,2,24,18,4,3,2,3,0,0
893,03/12/11,Sp Gijon,Real Madrid,0,3,0,1,10,20,5,7,18,12,2,8,4,3,1,0
894,03/12/11,Valencia,Espanol,2,1,1,0,8,9,5,4,25,6,9,4,6,5,0,0
895,04/12/11,Ath Madrid,Vallecano,3,1,1,0,21,14,8,4,16,18,1,3,1,3,0,0
896,04/12/11,Granada,Zaragoza,1,0,1,0,11,18,5,5,8,16,5,6,2,2,0,0
897,04/12/11,Mallorca,Ath Bilbao,1,1,1,1,12,7,4,4,30,12,8,5,7,5,0,0
898,04/12/11,Osasuna,Betis,2,1,1,0,8,15,3,8,9,5,5,12,3,2,0,0
899,04/12/11,Sociedad,Malaga,3,2,1,1,13,11,4,6,12,10,5,4,2,3,0,0
900,05/12/11,Sevilla,Getafe,3,0,1,0,15,6,7,1,10,17,9,3,2,4,0,0
901,07/12/11,Granada,Mallorca,2,2,0,1,13,11,6,4,10,23,3,5,4,3,0,0
902,10/12/11,Betis,Valencia,2,1,0,0,18,7,4,2,11,16,13,5,3,3,0,0
903,10/12/11,Levante,Sevilla,1,0,0,0,7,15,3,6,14,18,4,2,2,4,0,0
904,10/12/11,Real Madrid,Barcelona,1,3,1,1,17,12,5,7,22,13,3,5,4,3,0,0
905,11/12/11,Ath Bilbao,Santander,1,1,0,0,16,6,2,2,13,23,10,1,2,4,0,0
906,11/12/11,Espanol,Ath Madrid,4,2,3,1,18,9,11,4,18,18,7,3,3,4,0,0
907,11/12/11,Getafe,Granada,1,0,0,0,19,7,7,2,12,9,5,3,4,2,0,0
908,11/12/11,Malaga,Osasuna,1,1,0,1,19,7,5,1,8,13,9,1,1,1,0,0
909,11/12/11,Vallecano,Sp Gijon,1,3,0,2,19,13,7,7,9,14,9,7,2,2,0,0
910,11/12/11,Villarreal,Sociedad,1,1,0,0,19,8,7,2,16,15,9,3,2,2,0,1
911,11/12/11,Zaragoza,Mallorca,0,1,0,1,7,14,3,6,16,13,4,4,2,1,0,0
912,17/12/11,Ath Bilbao,Zaragoza,2,1,1,1,11,6,5,2,10,23,11,4,1,4,1,1
913,17/12/11,Mallorca,Getafe,1,2,1,2,12,6,4,2,22,15,9,3,5,4,0,0
914,17/12/11,Sevilla,Real Madrid,2,6,0,3,19,17,6,10,12,10,9,1,3,3,1,1
915,17/12/11,Sp Gijon,Espanol,1,2,0,1,12,22,6,9,15,16,6,4,0,2,0,0
916,18/12/11,Ath Madrid,Betis,0,2,0,0,31,6,9,4,10,15,14,4,3,3,0,1
917,18/12/11,Granada,Levante,2,1,2,0,17,13,6,4,10,9,4,6,1,5,0,0
918,18/12/11,Osasuna,Villarreal,2,1,0,0,19,9,6,4,22,14,7,3,2,2,0,0
919,18/12/11,Santander,Sociedad,0,0,0,0,11,9,4,4,15,12,8,3,5,2,0,1
920,18/12/11,Valencia,Malaga,2,0,1,0,13,18,6,6,21,9,1,5,4,2,0,0
921,07/01/12,Levante,Mallorca,0,0,0,0,8,11,2,4,16,23,4,6,2,3,0,0
922,07/01/12,Malaga,Ath Madrid,0,0,0,0,11,10,2,3,15,26,5,6,3,5,0,0
923,07/01/12,Real Madrid,Granada,5,1,2,1,35,12,12,4,13,9,10,8,1,1,0,0
924,07/01/12,Santander,Zaragoza,1,0,1,0,14,8,4,1,16,19,7,1,2,3,0,0
925,07/01/12,Sociedad,Osasuna,0,0,0,0,20,9,6,1,10,18,12,5,0,2,0,0
926,08/01/12,Betis,Sp Gijon,2,0,1,0,19,11,8,5,14,14,5,3,1,2,0,2
927,08/01/12,Espanol,Barcelona,1,1,0,1,14,10,4,3,16,7,4,4,6,1,0,0
928,08/01/12,Getafe,Ath Bilbao,0,0,0,0,16,11,2,2,15,12,9,3,3,1,0,0
929,08/01/12,Vallecano,Sevilla,2,1,1,0,11,17,4,3,20,17,4,10,4,4,0,0
930,08/01/12,Villarreal,Valencia,2,2,2,1,13,13,7,3,17,15,5,6,5,4,0,0
931,14/01/12,Granada,Vallecano,1,2,0,1,15,12,6,4,14,12,11,3,5,3,1,0
932,14/01/12,Mallorca,Real Madrid,1,2,1,0,8,14,1,9,23,7,4,5,4,1,0,0
933,14/01/12,Sevilla,Espanol,0,0,0,0,19,8,3,1,13,16,6,4,1,4,0,0
934,14/01/12,Valencia,Sociedad,0,1,0,0,12,7,3,2,7,10,5,0,1,0,0,0
935,14/01/12,Zaragoza,Getafe,1,1,1,0,15,9,4,5,10,10,10,10,3,2,0,0
936,15/01/12,Ath Bilbao,Levante,3,0,2,0,17,16,9,4,12,9,4,8,2,4,0,1
937,15/01/12,Ath Madrid,Villarreal,3,0,1,0,20,3,9,0,13,8,11,2,3,1,0,0
938,15/01/12,Barcelona,Betis,4,2,2,1,16,10,9,5,13,15,5,3,3,4,0,1
939,15/01/12,Osasuna,Santander,0,2,0,1,8,13,2,5,20,12,8,5,5,3,0,0
940,15/01/12,Sp Gijon,Malaga,2,1,1,0,11,10,7,4,24,8,2,8,5,3,0,0
941,21/01/12,Betis,Sevilla,1,1,1,1,16,15,2,5,12,13,8,10,5,0,0,1
942,21/01/12,Espanol,Granada,3,0,2,0,16,14,8,6,11,12,10,5,1,3,0,0
943,21/01/12,Santander,Getafe,1,2,1,1,18,15,8,5,11,13,6,5,1,2,0,0
944,21/01/12,Sociedad,Ath Madrid,0,4,0,1,16,15,1,9,8,24,5,3,4,7,0,0
945,22/01/12,Levante,Zaragoza,0,0,0,0,6,7,0,3,15,15,6,3,0,0,0,0
946,22/01/12,Malaga,Barcelona,1,4,0,1,9,16,6,11,12,13,3,2,1,0,0,0
947,22/01/12,Osasuna,Valencia,1,1,0,0,12,9,5,1,20,19,3,6,3,3,0,1
948,22/01/12,Real Madrid,Ath Bilbao,4,1,1,1,23,13,10,2,13,9,4,6,3,2,0,1
949,22/01/12,Vallecano,Mallorca,0,1,0,0,12,16,4,2,9,17,7,7,1,5,0,0
950,23/01/12,Villarreal,Sp Gijon,3,0,0,0,14,8,8,1,15,14,7,3,1,3,0,0
951,28/01/12,Espanol,Mallorca,1,0,1,0,12,14,6,5,17,11,3,6,5,2,0,1
952,28/01/12,Real Madrid,Zaragoza,3,1,1,1,18,10,6,3,9,12,3,4,1,2,0,0
953,28/01/12,Vallecano,Ath Bilbao,2,3,2,2,19,12,10,4,18,14,6,5,2,4,0,0
954,28/01/12,Villarreal,Barcelona,0,0,0,0,5,8,2,2,18,12,1,4,3,0,0,0
955,29/01/12,Betis,Granada,1,2,0,2,16,12,6,5,9,11,12,6,3,6,0,0
956,29/01/12,Levante,Getafe,1,2,0,1,18,10,5,6,11,19,10,3,1,2,0,1
